|1identity|2g-mod|3anarch|4&|5|6|7&|8|9&^^^^^^^^^^^^^^^|1045|11whenever you install a virus program, the corp trashes the top card of r&d.|12|13noise: hacker extraordinaire|
|1resource|2connection|3criminal|4&^|5|6|7|8|9|10|11install only if you made a successful run on hq this turn.\{T}, {C}X: trash &^ rezzed card with trash cost equal to x.|12&^|13political operative|

|1program|2icebreaker, ai, deva|3shaper|4&^^|5&^^|6true|7|8&^|9|10|11{C}^: break &^ subroutine on a piece of ice with &^^^ or more subtypes.\{C}^: +&^ strength.\{C}^^: swap this program with a deva program from your grip.|12&^^^^|13sadyojata|

|1event|2current|3neutral|4&|5|6|7|8|9|10|11this card is not trashed until another current is played or an agenda is scored.\when you steal an agenda, add @ to your score area as an agenda worth &^ agenda point.|12&^^^|13"freedom through equality"|

|1resource|2connection|3neutral|4&|5|6true|7|8|9|10|11each player has &^ additional {O} to spend during his or her turn.|12&|13akshara sareen|

|1resource|2connection|3neutral|4&|5|6|7|8|9|10|11whenever the corp rezzes an asset or upgrade, you may pay credits equal to its rez cost and trash @. if you do, derez that asset or upgrade. the corp cannot rez it for the remainder of this turn.|12&|13councilman|

|1event|2priority|3anarch|4&^^|5|6|7|8|9|10|11play only as your first {O}.\look at the top &^^^^^^ cards of your stack. you may trash any of those cards and arrange the rest in any order.|12&|13making an entrance|

|1resource|2location, seedy|3anarch|4&^^|5|6|7|8|9|10|11pay the trash cost of the card you are accessing: remove it from the game. use this ability only once per turn.|12&^^|13salsette slums|

|1event|2|3criminal|4&^|5|6|7|8|9|10|11draw &^ card. gain {C}^ for each copy of @ in your heap.\limit &^^^^^^ per deck.|12&|13exclusive party|

|1program|2icebreaker, ai, deva|3criminal|4&^^|5&^^|6true|7|8&^|9|10|11{C}^: break &^ subroutine on a piece of ice with exactly &^ subroutine.\{C}^: +&^ strength.\{C}^^: swap this program with a deva program from your grip.|12&^^^^^^|13vamadeva|

|1program|2icebreaker, ai|3shaper|4&^^^|5&^^^|6|7|8&^^|9|10|11{C}^: break up to &^^ subroutines.\{C}^^: +&^ strength.\whenever an encounter ends, if you used this program to break a subroutine during that encounter, add &^ installed non-virus program to the top of your stack.|12&^^^^|13brahman|

|1resource|2connection|3shaper|4&^^^|5|6|7|8|9|10|11when your turn begins, you may choose a server. the first time this turn you make a successful run on the chosen server, instead of breaching it, draw &^^ cards.|12&^^^|13patron|

|1hardware|2vehicle|3neutral|4&|5|6|7|8|9|10|11 +{L}^\{T}: draw &^^^ cards.|12&^^^|13sports hopper|

|1resource|2location, ritzy|3neutral|4&|5|6|7|8|9|10|11whenever you install a piece of hardware from your grip, you may install another copy of that hardware from your grip (paying all costs).|12&^|13bazaar|

|1event|2run|3anarch|4&^^|5|6|7|8|9|10|11trash your grip. make a run. prevent all damage during this run.|12&|13the noble path|

|1resource|2|3anarch|4&^^^|5|6true|7|8|9|10|11when your turn begins, gain {O} if you have no cards in your grip.|12&|13emptied mind|

|1event|2run|3criminal|4&^^^|5|6|7|8|9|10|11run hq. if successful, instead of breaching hq, the corp separates all cards in hq into &^^ facedown piles. choose &^ of the piles. access each card in the chosen pile.|12&^|13information sifting|

|1event|2run|3shaper|4&^^|5|6|7|8|9|10|11make a run.\when your turn begins, if @ is in your heap, you may remove it from the game to make a run.\limit &^^^^^^ per deck.|12&^|13out of the ashes|

|1resource|2connection|3shaper|4&^^|5|6|7|8|9|10|11{O},{O},{O},{O},{O}, forfeit an agenda: add @ to your score area as an agenda worth &^^ agenda points. the corp may forfeit an agenda to prevent this. if he or she does, remove @ from the game.|12&|13liberated chela|

|1resource|2location, ritzy|3shaper|4&^^^|5|6true|7|8|9|10|11{O}: place &^ power counter on @.\hosted power counter: gain {O}. use this ability only on your turn and only once per turn.|12&^^|13temple of the liberated mind|

|1event|2|3neutral|4&^|5|6|7|8|9|10|11switch your identity with another identity from the same faction. remove @ from the game instead of trashing it.\limit &^ per deck.|12&|13rebirth|

|1resource|2connection|3neutral|4&^|5|6true|7|8|9|10|11prevent all net and meat damage.\whenever @ prevents at least &^ net or meat damage, trash him unless you pay {C}^^^^.|12&^|13guru davinder|

|1resource|2virtual|3neutral|4&^|5|6true|7|8|9|10|11whenever a run on hq or r&d ends, place &^ power counter on this resource if you stole no agendas during that run.\&^^ hosted power counters: choose hq or r&d. for the remainder of this run, access &^ additional card whenever you breach that server.|12&^^|13the turning wheel|

|1event|2run, sabotage|3anarch|4&^^|5|6|7|8|9|10|11run hq. if successful, instead of breaching hq, reveal any number of copies of @ from your grip. the corp trashes x cards from the top of r&d, where x is equal to &^ plus the number of cards you revealed.\limit &^^^^^^ per deck.|12&^|13fear the masses|

|1program|2icebreaker, ai, deva|3anarch|4&^^|5&^^|6true|7|8&^|9|10|11{C}^: break &^ subroutine on a piece of ice that has a rez cost of &^^^^^ or greater.\{C}^: +&^ strength.\{C}^^: swap this program with a deva program from your grip.|12&^^^^^|13aghora|

|1resource|2connection|3anarch|4&^^^^|5|6true|7|8|9|10|11the first time you make a successful run on hq each turn, force the corp to trash the top card of r&d.|12&^^^|13bhagat|

|1resource|2virtual|3criminal|4&^^^^|5|6true|7|8|9|10|11the corp cannot win the game except if you are flatlined.\when your turn begins, place &^ power counter on this resource. if there are &^^^ or more hosted power counters, remove this resource from the game.\limit &^ per deck.|12&^^^^^|13the black file|

|1event|2|3shaper|4&^^|5|6|7|8|9|10|11as an additional cost to play this event, trash an installed connection.\the corp cannot advance cards during his or her next turn. remove @ from the game instead of trashing it.|12&|13the price of freedom|

|1program|2icebreaker, fracter|3shaper|4&^^^|5&|6|7|8&^|9|10|11whenever this program fully breaks a barrier, add that barrier to hq.\{C}^^: break &^ barrier subroutine.\{C}^: +&^ strength.|12&^^^^^^|13ankusa|

|1event|2|3neutral|4&^|5|6|7|8|9|10|11secretly spend up to {C}^^. the corp guesses how much you spent. reveal spent credits. if the corp guessed incorrectly, choose a piece of ice protecting a server and run that server. the first time during this run you encounter the chosen ice, bypass it.|12&|13rigged results|

|1event|2current|3anarch|4&^^|5|6|7|8|9|10|11this card is not trashed until another current is played or an agenda is scored.\whenever the corp draws &^ or more cards, he or she loses {C}^ if it is not the first time he or she has drawn cards this turn.|12&^|13system outage|

|1identity|2natural|3anarch|4&|5|6|7&|8|9&^^^^^^^^^^^^^^^|1045|11once per turn, when you encounter a piece of ice, you may trash &^ card from your grip. if you do, that ice has -&^^ strength for the remainder of this run.|12|13null: whistleblower|

|1hardware|2|3criminal|4&^^|5|6|7|8|9|10|11whenever you approach a piece of ice, you may expose it. you may then trash @ to jack out.|12&^^^|13gpi net tap|

|1resource|2connection|3criminal|4&^|5|6true|7|8|9|10|11if the corp has at least {C}, as an additional cost to rez each piece of ice, the corp must spend credits equal to the number of subroutines on that ice.|12&^^|13hernando cortez|

|1hardware|2console|3shaper|4&^^^|5|6true|7|8|9|10|11+{M}^^\whenever you make a successful run on r&d, you may replace &^ spent recurring credit.\limit &^ console per player.|12&^^^|13mirror|

|1program|2icebreaker, ai|3shaper|4&^^^|5&^|6|7|8&^|9|10|11{C}^^: break all subroutines. use this ability only by spending credits from stealth cards.\{C}^: +&^ strength.|12&^^^^^^|13dai v|

|1event|2current|3sunny|4&^^^|5|6|7|8|9|10|11this card is not trashed until another current is played or an agenda is scored.\whenever you steal an agenda, force the corp to "{#} if unsuccessful, the runner gains credits equal to the number of agenda points in both players' score areas."|12&|13another day, another paycheck|

|1event|2|3neutral|4&^|5|6|7|8|9|10|11resolve &^^ of the following in any order: =gain {C}^^^. =draw &^^ cards. =remove &^ tag. =expose &^ piece of ice, then make a run.|12&^^|13deuces wild|

|1event|2run|3neutral|4&|5|6|7|8|9|10|11choose &^ installed icebreaker and run any server. during that run, the chosen icebreaker gets +&^^ strength.|12&^|13injection attack|

|1event|2run|3anarch|4&^|5|6|7|8|9|10|11make a run. trash the first non-agenda card you access during this run at no cost. the corp can spend credits equal to the rez or play cost of the accessed card to prevent this trash.|12&^|13credit crash|

|1event|2current|3anarch|4&^^|5|6|7|8|9|10|11this card is not trashed until another current is played or an agenda is scored.\the text box of each unique non-region asset and upgrade is blank.|12&^|13rumor mill|

|1program|2icebreaker, fracter|3anarch|4&^^^|5&^|6|7|8&^|9|10|11whenever this program fully breaks a piece of ice, place &^ power counter on this program.\this program gets +&^ strength for each power counter on it.\{C}^: break &^ barrier subroutine.|12&^^^|13nfr|

|1program|2icebreaker, fracter|3anarch|4&^^^|5&^|6|7|8&^|9|10|11whenever you encounter a barrier, you may install this program from your heap.\{C}X: +x strength. then, if this program can interface with the barrier you are encountering, break up to x subroutines.|12&^^^^|13paperclip|

|1program|2icebreaker, killer|3criminal|4&^^|5&^|6|7|8&^|9|10|11{C}^^: break up to &^^ sentry subroutines.\{C}^^: +&^^^^ strength.\{C}^^, add this program to your grip: derez &^ sentry this program fully broke during this encounter.|12&^^^^^|13golden|

|1resource|2job|3criminal|4&^^|5|6true|7|8|9|10|11choose a server and place {C} from the bank on @ when you install it. when there are no credits left on @, trash it.\whenever you make a successful run on the chosen server, take {C}^^^^ from @.|12&^^^^|13temüjin contract|

|1identity|2natural|3criminal|4&|5|6|7&|8|9&^^^^^^^^^^^^|1040|11the first time you pass a piece of ice each turn, you may install an icebreaker from your hand, lowering the install cost by &^.|12|13khan: savvy skiptracer|

|1event|2run|3shaper|4&^|5|6|7|8|9|10|11make a run on r&d. if successful, you may make another run on r&d when this run ends.|12&|13data breach|

|1resource|2job|3shaper|4&^|5|6|7|8|9|10|11when your turn begins, you may move up to {C}^^^ from your credit pool to @.\when your turn begins, place {C}^^ on @ from the bank if there are at least {C}^^^^^^ on it.\{O},{T}: take all credits from @.|12&|13algo trading|

|1resource|2connection|3shaper|4&^^^|5|6true|7|8|9|10|11if the corp has &^^^^^-{C}^^^^^^^^^ when your turn begins, gain {C}^.\if the corp has &^^^^^^^^^^-{C}^^^^ when your turn begins, draw &^ card.\if the corp has at least {C}^^^^^ when your turn begins, gain {O}.|12&^^|13beth kilrain-chang|

|1hardware|2console|3anarch|4&^^^|5|6true|7|8|9|10|11+{M}^\you get +&^ maximum hand size for each tag you have.\the first time each turn a successful run on hq or r&d ends, draw &^ card for each time you accessed a card during that run.\limit &^ console per player.|12&^^^^|13obelus|

|1program|2icebreaker, decoder|3anarch|4&^^|5&^^|6|7|8&^|9|10|11whenever you encounter a code gate, you may install this program from your heap.\{C}^^^: +&^^ strength. then, if this program can interface with the code gate you are encountering, break up to &^^ subroutines.|12&^^^|13black orchestra|

|1identity|2natural|3anarch|4&|5|6|7&|8|9&^^^^^^^^^^^^|1045|11{O}: run archives. if that run would be declared successful, change the attacked server to hq or r&d for the remainder of that run. use this ability only once per turn.|12|13omar keung: conspiracy theorist|

|1program|2icebreaker, decoder|3criminal|4&^^|5&^^|6|7|8&^|9|10|11{C}^: break &^ code gate subroutine.\{C}^^^: +&^^^ strength.\{C}^^, add this program to your grip: derez &^ code gate this program fully broke during this encounter.|12&^^^^^|13peregrine|

|1program|2icebreaker, decoder|3shaper|4&^^^|5&^^|6|7|8&^|9|10|11{C}^: break &^ code gate subroutine.\{C}^^: +&^^^^ strength for the remainder of this run. use this ability only by spending at least &^ credit from a stealth card.|12&^^|13houdini|

|1resource|2virtual, stealth|3shaper|4&^^^|5|6true|7|8|9|10|11the first time you spend at least {C}^ from a stealth card each run, place {C}^ on @ or draw &^ card.\use credits on @ for anything.|12&^^^|13net mercur|

|1resource|2directive, virtual|3adam|4&^^^|5|6true|7|8|9|10|11whenever you draw a card, reveal that card.\the first time each turn you make a successful run, you may look at the top card of r&d.|12&|13find the truth|

|1resource|2connection|3neutral|4&|5|6|7|8|9|10|11{C}^^: draw &^ card. use this ability only if you have suffered damage from a corp card ability this turn.|12&^^|13first responders|

|1event|2sabotage|3anarch|4&^^|5|6|7|8|9|10|11play only if you made a successful run this turn.\trash &^ unrezzed piece of ice you passed during your last run.|12&|13en passant|

|1event|2|3anarch|4&^^^|5|6|7|8|9|10|11look at the top &^^^^^^^^^^ cards of your stack. if any of those cards are programs, you may install &^ of them, lowering the install cost by &^^^^^. trash the rest of those cards.|12&^^^|13frantic coding|

|1hardware|2console|3criminal|4&^|5|6true|7|8|9|10|11+{M}^^\whenever you breach hq during a run, access &^ additional card for each piece of ice protecting hq that you fully broke during that run.\limit &^ console per player.|12&^^^^^|13the gauntlet|

|1program|2icebreaker, fracter|3criminal|4&^^|5&^|6|7|8&^|9|10|11{C}^: break &^ barrier subroutine.\{C}^^: +&^^ strength.\{C}^^, add this program to your grip: derez &^ barrier this program fully broke during this encounter.|12&^^^^|13saker|

|1resource|2connection|3criminal|4&^|5|6|7|8|9|10|11{O},{O}: draw &^^^ cards. shuffle &^ card from your grip into your stack.|12&^|13blockade runner|

|1identity|2g-mod, stealth|3shaper|4&|5|6|7&|8|9&^^^^^^^^^^^^^^^|1040|11{R}^\use this credit to pay for using icebreakers.|12|13ele "smoke" scovak: cynosure of the net|

|1hardware|2|3shaper|4&^|5|6|7|8|9|10|11whenever you make a successful run on r&d, instead of breaching r&d, you may choose &^ of the top &^^^^^ cards in r&d and access it.|12&|13top hat|

|1program|2icebreaker, fracter|3shaper|4&^^|5&^^^|6|7|8&^|9|10|11{C}^: break &^ barrier subroutine.\{C}^^^: +&^^^^ strength for the remainder of this run. use this ability only by spending at least {C}^ from a stealth card.|12&^^^^|13blackstone|

|1event|2current|3neutral|4&|5|6|7|8|9|10|11this card is not trashed until another current is played or an agenda is scored.\while secretly spending credits, players cannot spend {C}^^.|12&|13government investigations|

|1resource|2location|3neutral|4&|5|6true|7|8|9|10|11if you are tagged when your turn ends, force the corp to "{#}^ if unsuccessful, the runner removes &^ tag."\{T},trash all cards in your grip: prevent all meat damage.|12&^^|13citadel sanctuary|

|1program|2icebreaker, killer|3anarch|4&^^|5&^|6|7|8&^|9|10|11whenever you encounter a sentry, you may install this program from your heap.\{C}^^^: +&^^ strength. then, if this program can interface with the sentry you are encountering, break up to &^^ subroutines.|12&^^|13mkultra|
